num_date_time,answer
1_20220825 00,2117.1744000000003
1_20220825 01,2000.8320000000033
1_20220825 02,1962.3599999999979
1_20220825 03,1947.0143999999977
1_20220825 04,1900.9775999999986
1_20220825 05,2066.625599999998
1_20220825 06,2054.6256000000008
1_20220825 07,2261.3376000000003
1_20220825 08,2780.2848000000004
1_20220825 09,3115.156800000003
1_20220825 10,3947.3903999999998
1_20220825 11,4017.911999999999
1_20220825 12,4030.094399999999
1_20220825 13,4031.3999999999987
1_20220825 14,3990.0767999999975
1_20220825 15,3941.2175999999977
1_20220825 16,3937.862399999998
1_20220825 17,3621.3119999999985
1_20220825 18,2549.8655999999983
1_20220825 19,2412.6911999999993
1_20220825 20,2304.575999999999
1_20220825 21,1838.3927999999992
1_20220825 22,1562.0112000000008
1_20220825 23,2069.16
1_20220826 00,2226.1247999999996
1_20220826 01,2140.9728000000014
1_20220826 02,2008.7951999999984
1_20220826 03,1967.155199999998
1_20220826 04,1900.3295999999991
1_20220826 05,2059.0751999999984
1_20220826 06,2059.190400000001
1_20220826 07,2249.6544000000004
1_20220826 08,2815.6704
1_20220826 09,3151.296000000002
1_20220826 10,3964.2048
1_20220826 11,4046.217599999999
1_20220826 12,4185.3984
1_20220826 13,4257.321599999999
1_20220826 14,4235.486399999998
1_20220826 15,4294.046399999999
1_20220826 16,4171.7087999999985
1_20220826 17,3631.953599999998
1_20220826 18,2796.753599999999
1_20220826 19,2621.304
1_20220826 20,2285.6735999999987
1_20220826 21,1836.4871999999991
1_20220826 22,1563.369600000001
1_20220826 23,1999.4496
1_20220827 00,2121.1200000000003
1_20220827 01,1967.6016000000025
1_20220827 02,2008.7951999999984
1_20220827 03,1967.155199999998
1_20220827 04,1900.3295999999991
1_20220827 05,2059.0751999999984
1_20220827 06,2059.190400000001
1_20220827 07,2261.916
1_20220827 08,2820.2255999999993
1_20220827 09,3151.3296000000028
1_20220827 10,3952.7760000000007
1_20220827 11,4037.1839999999997
1_20220827 12,4069.699199999999
1_20220827 13,4072.8239999999987
1_20220827 14,4050.2063999999978
1_20220827 15,4002.0623999999975
1_20220827 16,3984.815999999996
1_20220827 17,3639.076799999999
1_20220827 18,2773.718399999998
1_20220827 19,2521.435199999997
1_20220827 20,2433.5231999999974
1_20220827 21,1838.3927999999992
1_20220827 22,1561.766400000001
1_20220827 23,2062.4496
1_20220828 00,2226.1247999999996
1_20220828 01,2140.9728000000014
1_20220828 02,2008.7951999999984
1_20220828 03,1967.155199999998
1_20220828 04,1900.3295999999991
1_20220828 05,2059.0751999999984
1_20220828 06,2059.1040000000007
1_20220828 07,2281.3272
1_20220828 08,2840.136
1_20220828 09,3172.944000000002
1_20220828 10,3964.6320000000005
1_20220828 11,4094.0255999999995
1_20220828 12,4061.2751999999996
1_20220828 13,4184.375999999999
1_20220828 14,4206.815999999997
1_20220828 15,4239.177599999999
1_20220828 16,4231.905599999998
1_20220828 17,3650.332799999999
1_20220828 18,2951.7312000000006
1_20220828 19,2839.1712000000007
1_20220828 20,2389.1951999999983
1_20220828 21,1861.6679999999988
1_20220828 22,1562.630400000001
1_20220828 23,2059.3008
1_20220829 00,2228.1792
1_20220829 01,2141.0496000000016
1_20220829 02,1983.9695999999985
1_20220829 03,1944.0623999999975
1_20220829 04,1897.7567999999985
1_20220829 05,2059.0751999999984
1_20220829 06,2059.1040000000007
1_20220829 07,2257.9488
1_20220829 08,2855.1792
1_20220829 09,3168.048000000002
1_20220829 10,3965.7408000000014
1_20220829 11,4039.7952
1_20220829 12,4044.0144
1_20220829 13,4046.736
1_20220829 14,4031.284799999998
1_20220829 15,4011.9983999999986
1_20220829 16,4012.353599999998
1_20220829 17,3627.115199999998
1_20220829 18,2709.0143999999964
1_20220829 19,2647.963199999998
1_20220829 20,2532.158399999997
1_20220829 21,1842.2279999999994
1_20220829 22,1562.5488000000012
1_20220829 23,2055.1535999999996
1_20220830 00,2226.9023999999995
1_20220830 01,2141.0736000000015
1_20220830 02,2008.7951999999984
1_20220830 03,1967.155199999998
1_20220830 04,1900.3295999999991
1_20220830 05,2059.0751999999984
1_20220830 06,2059.1040000000007
1_20220830 07,2259.6335999999997
1_20220830 08,2833.6872
1_20220830 09,3138.6336000000024
1_20220830 10,3934.824000000002
1_20220830 11,4004.4624000000013
1_20220830 12,4006.2528000000007
1_20220830 13,4012.2432
1_20220830 14,4000.6847999999986
1_20220830 15,3994.4543999999996
1_20220830 16,4003.958399999999
1_20220830 17,3622.9151999999985
1_20220830 18,2749.199999999997
1_20220830 19,2637.4655999999973
1_20220830 20,2512.0847999999964
1_20220830 21,1837.718399999999
1_20220830 22,1558.8960000000013
1_20220830 23,2043.1488
1_20220831 00,2163.9503999999997
1_20220831 01,2062.6224000000016
1_20220831 02,1916.7839999999994
1_20220831 03,1868.6543999999992
1_20220831 04,1820.4575999999997
1_20220831 05,1986.633599999999
1_20220831 06,2039.481600000001
1_20220831 07,2251.2311999999997
1_20220831 08,2834.2607999999996
1_20220831 09,3076.5744000000022
1_20220831 10,3735.878400000003
1_20220831 11,3829.219200000001
1_20220831 12,3862.9584000000004
1_20220831 13,3873.0335999999993
1_20220831 14,3853.607999999999
1_20220831 15,3837.215999999999
1_20220831 16,3812.332799999999
1_20220831 17,3570.595199999998
1_20220831 18,2823.892799999998
1_20220831 19,2583.7439999999974
1_20220831 20,2487.614399999996
1_20220831 21,1851.544799999999
1_20220831 22,1565.395200000001
1_20220831 23,2049.7248
2_20220825 00,1294.4975999999997
2_20220825 01,1287.1151999999993
2_20220825 02,1265.7276000000002
2_20220825 03,1276.2072000000012
2_20220825 04,1273.2012000000009
2_20220825 05,1261.7856000000006
2_20220825 06,1292.9939999999997
2_20220825 07,1204.2936000000002
2_20220825 08,1961.9339999999988
2_20220825 09,1907.5559999999982
2_20220825 10,1786.0284
2_20220825 11,1819.7136
2_20220825 12,1915.6932000000004
2_20220825 13,1933.1940000000002
2_20220825 14,1935.9624000000006
2_20220825 15,1947.8760000000009
2_20220825 16,1950.5868000000007
2_20220825 17,1950.7812000000008
2_20220825 18,2026.3608000000015
2_20220825 19,1910.4444
2_20220825 20,1808.4005999999995
2_20220825 21,1536.3288000000002
2_20220825 22,943.7724000000005
2_20220825 23,1213.2095999999992
2_20220826 00,1286.0388000000005
2_20220826 01,1283.3208000000002
2_20220826 02,1277.1972000000007
2_20220826 03,1265.997600000001
2_20220826 04,1253.8476000000003
2_20220826 05,1229.5511999999999
2_20220826 06,1237.4675999999993
2_20220826 07,1202.6879999999999
2_20220826 08,1968.9683999999986
2_20220826 09,2013.887999999998
2_20220826 10,2107.4939999999992
2_20220826 11,2165.2703999999994
2_20220826 12,2235.4992
2_20220826 13,2252.4696000000013
2_20220826 14,2249.2764000000006
2_20220826 15,2222.6400000000012
2_20220826 16,2204.7300000000005
2_20220826 17,2217.6252000000004
2_20220826 18,2049.138000000002
2_20220826 19,1922.8680000000002
2_20220826 20,1883.0258999999994
2_20220826 21,1503.8064000000004
2_20220826 22,1041.5856000000003
2_20220826 23,1225.5497999999984
2_20220827 00,1281.254399999999
2_20220827 01,1288.0163999999982
2_20220827 02,1277.8920000000007
2_20220827 03,1266.1092000000012
2_20220827 04,1242.0108000000005
2_20220827 05,1001.4425999999994
2_20220827 06,777.7421999999995
2_20220827 07,1153.2186000000002
2_20220827 08,1969.3775999999987
2_20220827 09,2022.0527999999986
2_20220827 10,2161.7171999999996
2_20220827 11,2207.073599999999
2_20220827 12,2297.674799999999
2_20220827 13,2315.463599999999
2_20220827 14,2305.074
2_20220827 15,2308.1868000000004
2_20220827 16,2287.7244000000005
2_20220827 17,2292.2532000000006
2_20220827 18,2088.8904000000016
2_20220827 19,1929.2220000000002
2_20220827 20,1826.6309999999999
2_20220827 21,1558.1304000000007
2_20220827 22,954.9720000000004
2_20220827 23,1223.7791999999995
2_20220828 00,1279.2978000000005
2_20220828 01,1247.7923999999998
2_20220828 02,1223.3501999999996
2_20220828 03,1177.5330000000015
2_20220828 04,1105.0578000000019
2_20220828 05,730.9206000000006
2_20220828 06,693.9174000000006
2_20220828 07,1128.9078000000002
2_20220828 08,1967.794799999999
2_20220828 09,2017.4951999999985
2_20220828 10,2128.499999999998
2_20220828 11,2182.957199999998
2_20220828 12,2250.6443999999988
2_20220828 13,2244.8051999999993
2_20220828 14,2246.6483999999996
2_20220828 15,2243.4336000000003
2_20220828 16,2233.8108000000007
2_20220828 17,2232.0072
2_20220828 18,2003.047200000001
2_20220828 19,1910.6928000000003
2_20220828 20,1908.940499999999
2_20220828 21,1571.2920000000006
2_20220828 22,990.8735999999999
2_20220828 23,1232.229599999999
2_20220829 00,1278.3636000000001
2_20220829 01,1282.7592000000002
2_20220829 02,1275.008400000001
2_20220829 03,1276.2072000000012
2_20220829 04,1273.2012000000009
2_20220829 05,1256.2956000000004
2_20220829 06,1239.1811999999993
2_20220829 07,1170.3672
2_20220829 08,1965.3971999999992
2_20220829 09,2020.7207999999985
2_20220829 10,2118.3767999999995
2_20220829 11,2181.783599999999
2_20220829 12,2248.6895999999992
2_20220829 13,2254.5767999999994
2_20220829 14,2253.5003999999994
2_20220829 15,2243.2092000000002
2_20220829 16,2231.2788000000005
2_20220829 17,2238.7560000000008
2_20220829 18,2079.2976000000017
2_20220829 19,1933.0775999999998
2_20220829 20,1794.6872999999985
2_20220829 21,1543.1940000000009
2_20220829 22,954.4356000000004
2_20220829 23,1227.7283999999993
2_20220830 00,1282.6206000000006
2_20220830 01,1280.304
2_20220830 02,1273.7214000000006
2_20220830 03,1253.9304000000013
2_20220830 04,1091.2500000000007
2_20220830 05,918.7205999999991
2_20220830 06,748.8755999999994
2_20220830 07,1133.0736
2_20220830 08,1606.0176000000004
2_20220830 09,1957.0379999999998
2_20220830 10,2110.6512000000007
2_20220830 11,2177.4006000000013
2_20220830 12,2282.6970000000024
2_20220830 13,2386.3404000000005
2_20220830 14,2395.5708000000004
2_20220830 15,2411.5308
